Query: NLB074925_01, Tunefamily: 10000_0, average precision:[1.0] 
Query: NLB074699_03, Tunefamily: 9869_0, average precision:[0.11475385954701392] 
Query: NLB074945_01, Tunefamily: 9869_0, average precision:[0.2559792863688642] 
Query: NLB075427_01, Tunefamily: 9869_0, average precision:[0.1435539439378922] 
Query: NLB074071_01, Tunefamily: 9870_0, average precision:[0.254510623659679] 
Query: NLB074565_01, Tunefamily: 9870_0, average precision:[0.25788740250986497] 
Query: NLB074633_01, Tunefamily: 9870_0, average precision:[0.26224335281950134] 
Query: NLB075634_01, Tunefamily: 9870_0, average precision:[0.25499182638902473] 
Query: NLB123794_01, Tunefamily: 9871_0, average precision:[1.0] 
Query: NLB134134_01, Tunefamily: 9871_0, average precision:[1.0] 
Query: NLB139987_01, Tunefamily: 9871_0, average precision:[1.0] 
Query: NLB134940_01, Tunefamily: 9873_0, average precision:[0.48733766233766235] 
Query: NLB134945_01, Tunefamily: 9873_0, average precision:[0.6027777777777777] 
Query: NLB140580_01, Tunefamily: 9873_0, average precision:[0.875] 
Query: NLB142382_01, Tunefamily: 9873_0, average precision:[0.6027777777777777] 
Query: NLB070362_01, Tunefamily: 9879_0, average precision:[0.501834862385321] 
Query: NLB149269_01, Tunefamily: 9879_0, average precision:[0.503030303030303] 
Query: NLB074532_01, Tunefamily: 9880_1, average precision:[0.5769230769230769] 
Query: NLB076375_01, Tunefamily: 9880_1, average precision:[0.75] 
Query: NLB134071_01, Tunefamily: 9881_0, average precision:[0.6731601731601732] 
Query: NLB139836_01, Tunefamily: 9881_0, average precision:[0.6731601731601732] 
Query: NLB140568_01, Tunefamily: 9881_0, average precision:[0.3468179036629076] 
Query: NLB071954_01, Tunefamily: 9882_1, average precision:[0.005759955904643793] 
Query: NLB075963_01, Tunefamily: 9882_1, average precision:[0.5054347826086957] 
Query: NLB123156_01, Tunefamily: 9884_0, average precision:[0.8335926021951431] 
Query: NLB123642_01, Tunefamily: 9884_0, average precision:[0.8335926021951431] 
Query: NLB134867_01, Tunefamily: 9884_0, average precision:[0.7711101116339145] 
Query: NLB139724_01, Tunefamily: 9884_0, average precision:[0.6081897366019928] 
Query: NLB140539_01, Tunefamily: 9884_0, average precision:[0.8336120401337793] 
Query: NLB142903_01, Tunefamily: 9884_0, average precision:[0.16720282006510648] 
Query: NLB074311_01, Tunefamily: 9885_0, average precision:[0.601010101010101] 
Query: NLB075720_01, Tunefamily: 9885_0, average precision:[0.7083333333333334] 
Query: NLB076451_01, Tunefamily: 9885_0, average precision:[0.37423687423687424] 
Query: NLB134195_01, Tunefamily: 9888_0, average precision:[1.0] 
Query: NLB143746_01, Tunefamily: 9888_0, average precision:[1.0] 
Query: NLB073209_01, Tunefamily: 9889_0, average precision:[0.5212765957446809] 
Query: NLB144204_01, Tunefamily: 9889_0, average precision:[0.5015128593040847] 
Query: NLB070704_01, Tunefamily: 9893_0, average precision:[0.20292241313376197] 
Query: NLB126883_01, Tunefamily: 9893_0, average precision:[0.20281381203989865] 
Query: NLB140280_01, Tunefamily: 9893_0, average precision:[0.20260941765521479] 
Query: NLB140319_01, Tunefamily: 9893_0, average precision:[0.2028046447559378] 
Query: NLB144998_01, Tunefamily: 9893_0, average precision:[0.20037622773021224] 
Query: NLB075010_02, Tunefamily: 9894_0, average precision:[0.6666666666666666] 
Query: NLB075010_03, Tunefamily: 9894_0, average precision:[1.0] 
Query: NLB070503_01, Tunefamily: 9897_1, average precision:[0.35516997343564966] 
Query: NLB073938_01, Tunefamily: 9897_1, average precision:[0.08235837421002486] 
Query: NLB074750_01, Tunefamily: 9897_1, average precision:[0.14509730323741354] 
Query: NLB075100_01, Tunefamily: 9897_1, average precision:[0.08031625729105664] 
Query: NLB075732_01, Tunefamily: 9897_1, average precision:[0.08173096607413163] 
Query: NLB076265_01, Tunefamily: 9897_1, average precision:[0.08097615643648427] 
Query: NLB112433_01, Tunefamily: 9897_1, average precision:[0.11092666454012921] 
Query: NLB113190_01, Tunefamily: 9897_1, average precision:[0.15123693396013738] 
Query: NLB133762_01, Tunefamily: 9897_1, average precision:[0.33763640733639444] 
Query: NLB138119_01, Tunefamily: 9897_1, average precision:[0.07914827163220624] 
Query: NLB138128_01, Tunefamily: 9897_1, average precision:[0.4588986936427551] 
Query: NLB138134_01, Tunefamily: 9897_1, average precision:[0.3875808198951526] 
Query: NLB145480_01, Tunefamily: 9897_1, average precision:[0.33763640733639444] 
Query: NLB070479_01, Tunefamily: 9897_2, average precision:[0.13363192289647463] 
Query: NLB070605_01, Tunefamily: 9897_2, average precision:[0.15186358611495474] 
Query: NLB071763_01, Tunefamily: 9897_2, average precision:[0.14922156436895587] 
Query: NLB071854_01, Tunefamily: 9897_2, average precision:[0.1417896096570731] 
Query: NLB146609_01, Tunefamily: 9897_2, average precision:[0.16175535307611313] 
Query: NLB146697_01, Tunefamily: 9897_2, average precision:[0.12931037155061864] 
Query: NLB151199_01, Tunefamily: 9897_2, average precision:[0.12566819122782072] 
Query: NLB152781_01, Tunefamily: 9897_2, average precision:[0.12650618324814294] 
Query: NLB070331_01, Tunefamily: 9898_0, average precision:[0.8027472527472528] 
Query: NLB071299_01, Tunefamily: 9898_0, average precision:[0.800327011118378] 
Query: NLB076591_01, Tunefamily: 9898_0, average precision:[0.20667347022921556] 
Query: NLB080173_01, Tunefamily: 9898_0, average precision:[0.8005646527385658] 
Query: NLB170294_01, Tunefamily: 9898_0, average precision:[0.5149604954089259] 
Query: NLB070529_01, Tunefamily: 9901_0, average precision:[0.054356682222818954] 
Query: NLB071947_01, Tunefamily: 9901_0, average precision:[0.0830221641692692] 
Query: NLB071955_01, Tunefamily: 9901_0, average precision:[0.0471466490383182] 
Query: NLB072265_01, Tunefamily: 9901_0, average precision:[0.04570555866487833] 
Query: NLB072265_02, Tunefamily: 9901_0, average precision:[0.04601668367800947] 
Query: NLB072891_01, Tunefamily: 9901_0, average precision:[0.23767155013286817] 
Query: NLB072915_01, Tunefamily: 9901_0, average precision:[0.26869502515516097] 
Query: NLB073196_01, Tunefamily: 9901_0, average precision:[0.05373787451823994] 
Query: NLB073305_01, Tunefamily: 9901_0, average precision:[0.04999607264603252] 
Query: NLB073918_01, Tunefamily: 9901_0, average precision:[0.045570520385784304] 
Query: NLB074269_01, Tunefamily: 9901_0, average precision:[0.04727848524179135] 
Query: NLB074269_03, Tunefamily: 9901_0, average precision:[0.09939740139454077] 
Query: NLB074369_01, Tunefamily: 9901_0, average precision:[0.0432334509938445] 
Query: NLB074735_01, Tunefamily: 9901_0, average precision:[0.08133142576976492] 
Query: NLB074759_01, Tunefamily: 9901_0, average precision:[0.19026147047382394] 
Query: NLB075107_01, Tunefamily: 9901_0, average precision:[0.042870338180489846] 
Query: NLB075645_01, Tunefamily: 9901_0, average precision:[0.1266404630891233] 
Query: NLB075761_01, Tunefamily: 9901_0, average precision:[0.17093008923949807] 
Query: NLB075952_01, Tunefamily: 9901_0, average precision:[0.05847548254118863] 
Query: NLB076149_01, Tunefamily: 9901_0, average precision:[0.10803217907127875] 
Query: NLB112217_01, Tunefamily: 9901_0, average precision:[0.12200438666168119] 
Query: NLB141409_01, Tunefamily: 9901_0, average precision:[0.12200438666168119] 
Query: NLB144102_01, Tunefamily: 9901_0, average precision:[0.04653215066456066] 
Query: NLB146663_01, Tunefamily: 9901_0, average precision:[0.07115038094565974] 
Query: NLB154495_01, Tunefamily: 9901_0, average precision:[0.17951228212909542] 
Query: NLB073610_01, Tunefamily: 9904_0, average precision:[0.3172563757929612] 
Query: NLB074595_01, Tunefamily: 9904_0, average precision:[0.20066884437721202] 
Query: NLB075121_01, Tunefamily: 9904_0, average precision:[0.24237749154872662] 
Query: NLB075646_01, Tunefamily: 9904_0, average precision:[0.6051689996005541] 
Query: NLB142711_01, Tunefamily: 9904_0, average precision:[0.3694186765615337] 
Query: NLB074331_01, Tunefamily: 9906_0, average precision:[0.20834060846759656] 
Query: NLB074464_01, Tunefamily: 9906_0, average precision:[0.20107707448959905] 
Query: NLB076515_01, Tunefamily: 9906_0, average precision:[0.20084851561097103] 
Query: NLB076515_02, Tunefamily: 9906_0, average precision:[0.20132134127624432] 
Query: NLB140085_01, Tunefamily: 9906_0, average precision:[0.20458762274340356] 
Query: NLB070998_01, Tunefamily: 9907_0, average precision:[0.34280272108843535] 
Query: NLB139094_01, Tunefamily: 9907_0, average precision:[0.6683908045977012] 
Query: NLB163948_01, Tunefamily: 9907_0, average precision:[0.5671834625322997] 
Query: NLB072743_01, Tunefamily: 9908_1, average precision:[0.34930974887146626] 
Query: NLB073387_01, Tunefamily: 9908_1, average precision:[0.3288214930238443] 
Query: NLB073387_02, Tunefamily: 9908_1, average precision:[0.3288214930238443] 
Query: NLB074023_01, Tunefamily: 9908_1, average precision:[0.3282011356551999] 
Query: NLB074023_02, Tunefamily: 9908_1, average precision:[0.11243217671528713] 
Query: NLB074023_03, Tunefamily: 9908_1, average precision:[0.11025898501903225] 
Query: NLB074671_01, Tunefamily: 9908_1, average precision:[0.1111535367224721] 
Query: NLB074671_02, Tunefamily: 9908_1, average precision:[0.13734525545898602] 
Query: NLB075478_01, Tunefamily: 9908_1, average precision:[0.14504569118524838] 
Query: NLB076716_01, Tunefamily: 9908_1, average precision:[0.20074980783798327] 
Query: NLB076716_02, Tunefamily: 9908_1, average precision:[0.1460013281679794] 
Query: NLB070030_01, Tunefamily: 9909_1, average precision:[0.22224915083863694] 
Query: NLB072712_01, Tunefamily: 9909_1, average precision:[0.13152363889106258] 
Query: NLB073955_01, Tunefamily: 9909_1, average precision:[0.1438322749415059] 
Query: NLB074006_01, Tunefamily: 9909_1, average precision:[0.1649322775882528] 
Query: NLB074373_01, Tunefamily: 9909_1, average precision:[0.1518118785501024] 
Query: NLB074703_01, Tunefamily: 9909_1, average precision:[0.13884380122339515] 
Query: NLB074983_01, Tunefamily: 9909_1, average precision:[0.13858295892439912] 
Query: NLB144057_01, Tunefamily: 9909_1, average precision:[0.1279858911863168] 
Query: NLB072930_01, Tunefamily: 9909_2, average precision:[0.3417014142629927] 
Query: NLB074888_01, Tunefamily: 9909_2, average precision:[0.3377567556862117] 
Query: NLB076469_01, Tunefamily: 9909_2, average precision:[0.33456534740391436] 
Query: NLB072907_01, Tunefamily: 9910_0, average precision:[0.08548869157864468] 
Query: NLB073063_02, Tunefamily: 9910_0, average precision:[0.11072459912988196] 
Query: NLB073246_01, Tunefamily: 9910_0, average precision:[0.08680840431497232] 
Query: NLB073523_01, Tunefamily: 9910_0, average precision:[0.08639704539986895] 
Query: NLB074339_01, Tunefamily: 9910_0, average precision:[0.07984284647922266] 
Query: NLB075217_01, Tunefamily: 9910_0, average precision:[0.08927955236542323] 
Query: NLB075893_01, Tunefamily: 9910_0, average precision:[0.08607428459414938] 
Query: NLB076688_01, Tunefamily: 9910_0, average precision:[0.08513656391900455] 
Query: NLB112474_01, Tunefamily: 9910_0, average precision:[0.15841530044884405] 
Query: NLB113601_01, Tunefamily: 9910_0, average precision:[0.11530189508610396] 
Query: NLB134409_01, Tunefamily: 9910_0, average precision:[0.07941898770593474] 
Query: NLB144055_01, Tunefamily: 9910_0, average precision:[0.08616444730314388] 
Query: NLB149183_01, Tunefamily: 9910_0, average precision:[0.0838173241566405] 
Query: NLB074043_01, Tunefamily: 9911_0, average precision:[0.5035211267605634] 
Query: NLB155471_01, Tunefamily: 9911_0, average precision:[0.5006506180871828] 
Query: NLB072583_01, Tunefamily: 9912_0, average precision:[0.25132192280340454] 
Query: NLB072893_01, Tunefamily: 9912_0, average precision:[0.35877198682738515] 
Query: NLB073546_01, Tunefamily: 9912_0, average precision:[0.12735494075922987] 
Query: NLB075261_01, Tunefamily: 9912_0, average precision:[0.25203974803053875] 
Query: NLB075290_01, Tunefamily: 9912_0, average precision:[0.2953267507347605] 
Query: NLB076107_01, Tunefamily: 9912_0, average precision:[0.1260737912593412] 
Query: NLB076199_01, Tunefamily: 9912_0, average precision:[0.14996088677731914] 
Query: NLB146651_01, Tunefamily: 9912_0, average precision:[0.33694448571804275] 
Query: NLB133366_01, Tunefamily: 9913_0, average precision:[0.6979166666666666] 
Query: NLB140311_01, Tunefamily: 9913_0, average precision:[0.34553456419063977] 
Query: NLB144665_01, Tunefamily: 9913_0, average precision:[0.6979166666666666] 
Query: NLB076155_01, Tunefamily: 9915_0, average precision:[0.2525999144573386] 
Query: NLB134186_01, Tunefamily: 9915_0, average precision:[0.7506093845216332] 
Query: NLB134189_01, Tunefamily: 9915_0, average precision:[0.7508250825082509] 
Query: NLB140077_01, Tunefamily: 9915_0, average precision:[0.7506093845216332] 
Query: NLB073806_02, Tunefamily: 9916_0, average precision:[0.18507957997843064] 
Query: NLB074036_01, Tunefamily: 9916_0, average precision:[0.4456798906741197] 
Query: NLB074457_01, Tunefamily: 9916_0, average precision:[0.3712111502617854] 
Query: NLB074457_02, Tunefamily: 9916_0, average precision:[0.39344000604588136] 
Query: NLB074757_01, Tunefamily: 9916_0, average precision:[0.1710938451423262] 
Query: NLB075324_02, Tunefamily: 9916_0, average precision:[0.1683241881431086] 
Query: NLB070060_01, Tunefamily: 9918_0, average precision:[0.23814378916561804] 
Query: NLB070841_01, Tunefamily: 9918_0, average precision:[0.11315750473130069] 
Query: NLB071456_01, Tunefamily: 9918_0, average precision:[0.2421483431669171] 
Query: NLB071514_01, Tunefamily: 9918_0, average precision:[0.12170657291226084] 
Query: NLB074807_01, Tunefamily: 9918_0, average precision:[0.19905988803354602] 
Query: NLB076282_01, Tunefamily: 9918_0, average precision:[0.11954767928313248] 
Query: NLB076282_02, Tunefamily: 9918_0, average precision:[0.1322992949588854] 
Query: NLB139029_01, Tunefamily: 9918_0, average precision:[0.16002154328522022] 
Query: NLB140061_01, Tunefamily: 9918_0, average precision:[0.13586933969075177] 
Query: NLB073164_01, Tunefamily: 9921_1, average precision:[0.3871406371406371] 
Query: NLB075020_01, Tunefamily: 9921_1, average precision:[0.33694173206382566] 
Query: NLB075241_01, Tunefamily: 9921_1, average precision:[0.36952380952380953] 
Query: NLB072001_01, Tunefamily: 9921_2, average precision:[0.332675520823055] 
Query: NLB072615_01, Tunefamily: 9921_2, average precision:[0.4966671911055171] 
Query: NLB072615_02, Tunefamily: 9921_2, average precision:[0.48882243487506644] 
Query: NLB074958_01, Tunefamily: 9921_2, average precision:[0.6198964434258551] 
Query: NLB074958_02, Tunefamily: 9921_2, average precision:[0.278331154314536] 
Query: NLB145441_01, Tunefamily: 9921_2, average precision:[0.47772534084009494] 
Query: NLB135648_01, Tunefamily: 9922_0, average precision:[0.5625] 
Query: NLB135770_01, Tunefamily: 9922_0, average precision:[0.75] 
Query: NLB074087_01, Tunefamily: 9924_0, average precision:[0.5007936507936508] 
Query: NLB075036_01, Tunefamily: 9924_0, average precision:[0.5013422818791946] 
Query: NLB070356_01, Tunefamily: 9925_0, average precision:[0.11767231639082873] 
Query: NLB070836_01, Tunefamily: 9925_0, average precision:[0.14155832497926382] 
Query: NLB071370_01, Tunefamily: 9925_0, average precision:[0.1707779797695486] 
Query: NLB072983_01, Tunefamily: 9925_0, average precision:[0.11656092571808552] 
Query: NLB072983_02, Tunefamily: 9925_0, average precision:[0.18126779283226713] 
Query: NLB073300_01, Tunefamily: 9925_0, average precision:[0.09330088478423704] 
Query: NLB073941_02, Tunefamily: 9925_0, average precision:[0.07963347334422648] 
Query: NLB074442_01, Tunefamily: 9925_0, average precision:[0.09133528770801473] 
Query: NLB075055_01, Tunefamily: 9925_0, average precision:[0.08145762729677947] 
Query: NLB075854_01, Tunefamily: 9925_0, average precision:[0.11196840253479994] 
Query: NLB076109_01, Tunefamily: 9925_0, average precision:[0.08458651011397138] 
Query: NLB141319_01, Tunefamily: 9925_0, average precision:[0.05222214851699147] 
Query: NLB144185_01, Tunefamily: 9925_0, average precision:[0.08481488045458344] 
Query: NLB073192_01, Tunefamily: 9926_1, average precision:[0.75] 
Query: NLB074284_01, Tunefamily: 9926_1, average precision:[0.5095238095238095] 
Query: NLB133723_01, Tunefamily: 9926_2, average precision:[0.5011494252873563] 
Query: NLB137701_01, Tunefamily: 9926_2, average precision:[0.5045454545454545] 
Query: NLB070741_01, Tunefamily: 9927_0, average precision:[0.601010101010101] 
Query: NLB070769_01, Tunefamily: 9927_0, average precision:[0.7254901960784313] 
Query: NLB070769_02, Tunefamily: 9927_0, average precision:[1.0] 
Query: NLB123791_01, Tunefamily: 9930_1, average precision:[1.0] 
Query: NLB139925_01, Tunefamily: 9930_1, average precision:[1.0] 
Query: NLB124754_01, Tunefamily: 9930_2, average precision:[1.0] 
Query: NLB142332_01, Tunefamily: 9930_2, average precision:[1.0] 
Query: NLB073702_01, Tunefamily: 9931_1, average precision:[0.5050505050505051] 
Query: NLB074882_01, Tunefamily: 9931_1, average precision:[0.44683107928931315] 
Query: NLB076089_01, Tunefamily: 9931_1, average precision:[0.33775781911396774] 
Query: NLB073602_01, Tunefamily: 9931_2, average precision:[0.33747286148501954] 
Query: NLB073919_01, Tunefamily: 9931_2, average precision:[0.34718690400508584] 
Query: NLB076493_01, Tunefamily: 9931_2, average precision:[0.39282589676290464] 
Query: NLB124542_01, Tunefamily: 9933_1, average precision:[0.7515015015015015] 
Query: NLB140304_01, Tunefamily: 9933_1, average precision:[0.7515015015015015] 
Query: NLB144821_01, Tunefamily: 9933_1, average precision:[0.25148984737211466] 
Query: NLB170319_01, Tunefamily: 9933_1, average precision:[0.7515015015015015] 
Query: NLB073328_02, Tunefamily: 9935_0, average precision:[0.75] 
Query: NLB074213_01, Tunefamily: 9935_0, average precision:[0.8333333333333333] 
Query: NLB073484_01, Tunefamily: 9936_0, average precision:[0.5112359550561798] 
Query: NLB075202_01, Tunefamily: 9936_0, average precision:[0.5014164305949008] 
Query: NLB070299_01, Tunefamily: 9937_0, average precision:[0.11162601688314341] 
Query: NLB071992_01, Tunefamily: 9937_0, average precision:[0.1183866293648598] 
Query: NLB072631_01, Tunefamily: 9937_0, average precision:[0.1146460177439254] 
Query: NLB074497_01, Tunefamily: 9937_0, average precision:[0.1612820391751047] 
Query: NLB074534_01, Tunefamily: 9937_0, average precision:[0.3206552430348211] 
Query: NLB074616_01, Tunefamily: 9937_0, average precision:[0.3206552430348211] 
Query: NLB074712_01, Tunefamily: 9937_0, average precision:[0.1304017405668217] 
Query: NLB074967_01, Tunefamily: 9937_0, average precision:[0.19814806455034195] 
Query: NLB074967_02, Tunefamily: 9937_0, average precision:[0.11324548998431999] 
Query: NLB076208_02, Tunefamily: 9938_0, average precision:[0.20095241868728808] 
Query: NLB076208_03, Tunefamily: 9938_0, average precision:[0.239338196144609] 
Query: NLB076302_01, Tunefamily: 9938_0, average precision:[0.16978054405430995] 
Query: NLB076322_01, Tunefamily: 9938_0, average precision:[0.18946242369578328] 
Query: NLB076427_01, Tunefamily: 9938_0, average precision:[0.1681421637042355] 
Query: NLB076487_01, Tunefamily: 9938_0, average precision:[0.1918249776980828] 
Query: NLB074066_01, Tunefamily: 9939_0, average precision:[0.1677959006833294] 
Query: NLB074247_01, Tunefamily: 9939_0, average precision:[0.16719083656061823] 
Query: NLB074423_02, Tunefamily: 9939_0, average precision:[0.18103988583628103] 
Query: NLB074756_01, Tunefamily: 9939_0, average precision:[0.18567650386481074] 
Query: NLB074756_02, Tunefamily: 9939_0, average precision:[0.19281786293313172] 
Query: NLB075548_02, Tunefamily: 9939_0, average precision:[0.23399590910712365] 
Query: NLB129928_01, Tunefamily: 993_1, average precision:[0.22810494154809657] 
Query: NLB138380_01, Tunefamily: 993_1, average precision:[0.23497761550314872] 
Query: NLB182355_01, Tunefamily: 993_1, average precision:[0.1708392472691107] 
Query: NLB184967_01, Tunefamily: 993_1, average precision:[0.17870301891619722] 
Query: NLB190977_01, Tunefamily: 993_1, average precision:[0.33614014114918] 
Query: NLB192055_01, Tunefamily: 993_1, average precision:[0.3358658927009607] 
Query: NLB074206_01, Tunefamily: 9943_0, average precision:[0.2522390963371367] 
Query: NLB074588_01, Tunefamily: 9943_0, average precision:[0.2671150320885661] 
Query: NLB074729_01, Tunefamily: 9943_0, average precision:[0.2585289696694684] 
Query: NLB074810_01, Tunefamily: 9943_0, average precision:[0.2672468766907251] 
Query: NLB133431_01, Tunefamily: 9944_0, average precision:[1.0] 
Query: NLB145033_01, Tunefamily: 9944_0, average precision:[1.0] 
Query: NLB127436_01, Tunefamily: 9945_0, average precision:[0.680365296803653] 
Query: NLB140335_01, Tunefamily: 9945_0, average precision:[0.680365296803653] 
Query: NLB142744_01, Tunefamily: 9945_0, average precision:[0.34942120985810304] 
Query: NLB140813_01, Tunefamily: 9946_0, average precision:[0.5256410256410257] 
Query: NLB142314_01, Tunefamily: 9946_0, average precision:[0.52] 
Query: NLB070418_01, Tunefamily: 9948_0, average precision:[0.37507936507936507] 
Query: NLB074607_01, Tunefamily: 9948_0, average precision:[0.35441646682653877] 
Query: NLB076205_01, Tunefamily: 9948_0, average precision:[0.33788458877254485] 
Query: NLB073320_01, Tunefamily: 9953_1, average precision:[0.2014782512029423] 
Query: NLB074526_01, Tunefamily: 9953_1, average precision:[0.20355985292839743] 
Query: NLB075762_01, Tunefamily: 9953_1, average precision:[0.20236800761452195] 
Query: NLB076259_01, Tunefamily: 9953_1, average precision:[0.2042557757783281] 
Query: NLB076354_01, Tunefamily: 9953_1, average precision:[0.2036808492271341] 
Query: NLB073900_01, Tunefamily: 9954_0, average precision:[0.3238024867509172] 
Query: NLB074061_01, Tunefamily: 9954_0, average precision:[0.2730280562517405] 
Query: NLB074236_01, Tunefamily: 9954_0, average precision:[0.27277378484739245] 
Query: NLB074249_01, Tunefamily: 9954_0, average precision:[0.29969777160788397] 
Query: NLB073201_02, Tunefamily: 9955_1, average precision:[0.17122709320336033] 
Query: NLB075195_01, Tunefamily: 9955_1, average precision:[0.1515782410179462] 
Query: NLB075195_03, Tunefamily: 9955_1, average precision:[0.24504162482488176] 
Query: NLB075433_01, Tunefamily: 9955_1, average precision:[0.2899150398728139] 
Query: NLB075957_01, Tunefamily: 9955_1, average precision:[0.14411755077084606] 
Query: NLB076190_01, Tunefamily: 9955_1, average precision:[0.1542885900679273] 
Query: NLB076504_01, Tunefamily: 9955_1, average precision:[0.1614877660886857] 
Query: NLB072043_01, Tunefamily: 9955_2, average precision:[0.5028571428571429] 
Query: NLB073541_01, Tunefamily: 9955_2, average precision:[0.005602564102564102] 
Query: NLB072465_01, Tunefamily: 9957_0, average precision:[0.17606972240322782] 
Query: NLB074177_01, Tunefamily: 9957_0, average precision:[0.1808304259885451] 
Query: NLB074177_02, Tunefamily: 9957_0, average precision:[0.17614526215155893] 
Query: NLB074578_01, Tunefamily: 9957_0, average precision:[0.17489585756585718] 
Query: NLB076176_03, Tunefamily: 9957_0, average precision:[0.33738369685036934] 
Query: NLB112108_01, Tunefamily: 9957_0, average precision:[0.3356145979935949] 
Query: NLB074601_01, Tunefamily: 9958_0, average precision:[0.5074626865671642] 
Query: NLB075653_01, Tunefamily: 9958_0, average precision:[0.5588235294117647] 
Query: NLB070382_01, Tunefamily: 9959_0, average precision:[0.2581628910713734] 
Query: NLB071914_01, Tunefamily: 9959_0, average precision:[0.2591161738562122] 
Query: NLB072772_01, Tunefamily: 9959_0, average precision:[0.25028746734428614] 
Query: NLB074263_01, Tunefamily: 9959_0, average precision:[0.28821309523809524] 
Query: NLB074239_01, Tunefamily: 9960_1, average precision:[0.2636971772834754] 
Query: NLB074454_01, Tunefamily: 9960_1, average precision:[0.2859909188034188] 
Query: NLB074602_01, Tunefamily: 9960_1, average precision:[0.2544973907368472] 
Query: NLB137644_01, Tunefamily: 9960_1, average precision:[0.2767152600827525] 
Query: NLB140324_01, Tunefamily: 9962_4, average precision:[0.5017064846416383] 
Query: NLB147804_01, Tunefamily: 9962_4, average precision:[0.5016638935108153] 
Query: NLB072509_01, Tunefamily: 9963_1, average precision:[0.6680421824850986] 
Query: NLB072512_01, Tunefamily: 9963_1, average precision:[0.6680421824850986] 
Query: NLB150157_01, Tunefamily: 9963_1, average precision:[0.004417421759769194] 
Query: NLB074130_01, Tunefamily: 9963_2, average precision:[0.34535849581204603] 
Query: NLB139289_01, Tunefamily: 9963_2, average precision:[0.6700680272108843] 
Query: NLB150164_01, Tunefamily: 9963_2, average precision:[0.6700680272108843] 
Query: NLB112212_01, Tunefamily: 9963_4, average precision:[0.6077062374245473] 
Query: NLB135679_01, Tunefamily: 9963_4, average precision:[0.31161597906578686] 
Query: NLB150146_01, Tunefamily: 9963_4, average precision:[0.6257892659826362] 
Query: NLB167759_01, Tunefamily: 9963_4, average precision:[0.2506983201695872] 
Query: NLB074564_01, Tunefamily: 9965_0, average precision:[0.241233625998633] 
Query: NLB075222_01, Tunefamily: 9965_0, average precision:[0.4449834916393141] 
Query: NLB075222_02, Tunefamily: 9965_0, average precision:[0.41291043904621394] 
Query: NLB075756_01, Tunefamily: 9965_0, average precision:[0.20250124937174244] 
Query: NLB142298_01, Tunefamily: 9965_0, average precision:[0.20612518776762032] 
Query: NLB071017_01, Tunefamily: 9966_0, average precision:[1.0] 
Query: NLB073251_01, Tunefamily: 9966_0, average precision:[0.7] 
Query: NLB071023_01, Tunefamily: 9967_1, average precision:[0.1474738340746518] 
Query: NLB073243_01, Tunefamily: 9967_1, average precision:[0.14430492482546467] 
Query: NLB073252_01, Tunefamily: 9967_1, average precision:[0.4307537061376287] 
Query: NLB141610_01, Tunefamily: 9967_1, average precision:[0.4307419852774376] 
Query: NLB141613_01, Tunefamily: 9967_1, average precision:[0.28774202641692276] 
Query: NLB147947_01, Tunefamily: 9967_1, average precision:[0.28774202641692276] 
Query: NLB147975_01, Tunefamily: 9967_1, average precision:[0.4307419852774376] 
Query: NLB072395_01, Tunefamily: 9967_2, average precision:[0.3462151637546674] 
Query: NLB072418_01, Tunefamily: 9967_2, average precision:[0.3649250234301781] 
Query: NLB073783_01, Tunefamily: 9967_2, average precision:[0.33476347634763476] 
Query: NLB071948_01, Tunefamily: 9968_1, average precision:[0.625] 
Query: NLB072675_01, Tunefamily: 9968_1, average precision:[0.625] 
Query: NLB072602_01, Tunefamily: 9970_0, average precision:[0.5560691662386578] 
Query: NLB072704_01, Tunefamily: 9970_0, average precision:[0.4668781725888325] 
Query: NLB074181_01, Tunefamily: 9970_0, average precision:[0.0032712848111359953] 
Query: NLB109703_01, Tunefamily: 9971_0, average precision:[1.0] 
Query: NLB142870_01, Tunefamily: 9971_0, average precision:[1.0] 
Query: NLB074970_01, Tunefamily: 9972_1, average precision:[0.25504564533831686] 
Query: NLB074970_02, Tunefamily: 9972_1, average precision:[0.2510779297866685] 
Query: NLB141794_01, Tunefamily: 9972_1, average precision:[0.25289236992756287] 
Query: NLB142943_01, Tunefamily: 9972_1, average precision:[0.12916264093623894] 
Query: NLB140598_01, Tunefamily: 9973_0, average precision:[0.5769230769230769] 
Query: NLB142521_01, Tunefamily: 9973_0, average precision:[0.5227272727272727] 
Query: NLB076483_01, Tunefamily: 9974_2, average precision:[0.3343029921928323] 
Query: NLB076483_07, Tunefamily: 9974_2, average precision:[0.33352417604563017] 
Query: NLB111581_01, Tunefamily: 9974_2, average precision:[0.33454141564376216] 
Query: NLB070038_01, Tunefamily: 9977_0, average precision:[0.33379569942629417] 
Query: NLB070179_01, Tunefamily: 9977_0, average precision:[0.33350054005574126] 
Query: NLB076165_01, Tunefamily: 9977_0, average precision:[0.33355690727509313] 
Query: NLB070135_01, Tunefamily: 9979_0, average precision:[1.0] 
Query: NLB074358_01, Tunefamily: 9979_0, average precision:[0.75] 
Query: NLB071962_01, Tunefamily: 9980_0, average precision:[0.08797737741871255] 
Query: NLB072814_01, Tunefamily: 9980_0, average precision:[0.08914578766398643] 
Query: NLB072829_01, Tunefamily: 9980_0, average precision:[0.09016479816141003] 
